book_idx,title,year,4_to_what_extent_would_you_describe_the_movie_as_plot_driven_and_chara,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a
166,The Crow Road,1992.0,4,6,1,10,4,4,3,6,6,6,6,6,2,1,5,3,6,6,3,4,5,4,5,6,6,4,6,4,5,4
167,Consider Phlebas,1987.0,4,5,2,20,4,3,4,5,5,3,6,5,6,7,5,5,6,6,4,6,5,5,5,6,6,4,6,4,6,5
168,Inversions (novel),1998.0,4,5,2,15,3,4,4,5,5,5,6,5,2,3,5,2,6,6,3,5,5,5,5,5,5,4,5,4,5,4
169,Ender's Game,1985.0,4,5,1,20,4,5,5,6,6,6,6,5,5,7,5,3,6,6,4,7,5,7,5,6,6,5,6,5,6,5
170,"Flow My Tears, the Policeman Said",1974.0,4,5,1,20,4,3,3,6,5,5,6,5,6,6,5,6,6,6,3,6,5,5,5,6,6,4,5,4,5,4
171,Job: A Comedy of Justice,1984.0,4,5,2,15,4,3,3,5,5,5,5,4,7,6,5,5,6,6,3,5,5,5,4,6,5,4,5,3,5,5
172,Farmer in the Sky,1950.0,4,5,3,10,4,4,4,6,6,6,6,5,6,6,5,1,6,6,3,6,4,6,6,6,5,4,5,4,5,5
173,Friday (novel),1982.0,4,5,1,10,5,4,5,6,6,3,6,5,6,6,5,6,6,6,4,7,5,5,5,6,6,4,6,4,6,5
174,Have Space Suit—Will Travel,1958.0,4,5,3,10,4,4,4,6,6,5,6,4,6,6,5,6,6,6,4,7,5,6,5,6,6,4,6,4,5,5
175,'—All You Zombies—',1959.0,5,5,1,2,5,4,4,6,6,5,6,4,6,7,5,1,6,6,4,7,7,3,5,6,6,5,6,4,6,3
176,Blowups Happen,1940.0,4,5,3,5,3,3,4,5,5,5,5,5,3,6,4,1,6,6,3,7,5,5,5,5,5,4,5,3,5,4
177,By His Bootstraps,1941.0,4,5,1,5,4,3,4,5,4,5,5,5,7,7,5,3,6,6,3,5,6,5,5,6,6,4,5,4,5,5
178,&quot;If This Goes On—&quot;,1940.0,4,5,3,10,4,4,4,6,6,5,6,5,5,6,5,1,6,6,4,7,5,6,6,6,6,4,6,4,5,5
179,Misfit (short story),1939.0,4,5,1,10,3,4,5,5,5,5,6,5,6,6,4,2,6,6,3,7,4,6,5,5,5,4,5,3,5,5
180,Requiem (short story),1940.0,4,5,1,10,4,4,4,6,6,5,6,5,6,6,5,2,6,6,3,7,5,6,6,6,5,4,6,4,6,5
181,The Black Pits of Luna,,4,5,1,5,3,4,5,5,6,5,5,5,6,6,5,1,6,6,3,7,5,6,5,5,5,4,5,4,5,5
182,The Green Hills of Earth,1947.0,4,6,1,5,4,4,4,6,6,5,6,5,5,6,4,2,6,6,3,7,5,6,6,6,5,4,6,4,6,5
183,The Long Watch,1949.0,4,5,1,10,3,4,5,6,7,5,6,5,3,6,5,1,6,6,4,7,5,6,5,6,5,4,5,4,6,5
184,The Man Who Sold the Moon,1950.0,4,5,1,10,4,3,5,6,5,4,6,5,5,6,5,3,6,6,4,6,5,6,5,5,5,4,5,4,5,5
185,The Menace from Earth,1957.0,4,5,2,5,4,4,4,6,6,5,6,5,6,6,5,2,6,6,3,7,4,6,5,6,6,4,6,4,5,4
186,—We Also Walk Dogs,1941.0,4,5,3,10,3,4,4,5,5,4,5,4,5,5,4,2,5,5,3,7,5,6,5,5,5,4,5,3,5,4
187,Red Planet (novel),1949.0,4,5,3,10,4,4,4,5,5,5,5,5,6,6,5,3,6,6,3,6,4,6,5,5,5,4,5,4,5,5
188,The Number of the Beast (novel),1980.0,4,5,4,4,4,4,4,5,5,5,6,3,7,7,5,6,6,6,3,5,5,5,5,6,6,4,5,4,5,5
189,Foundation's Edge,1982.0,4,5,4,20,4,4,4,5,5,5,6,5,6,7,5,3,6,6,4,6,5,6,6,6,5,4,6,4,5,5
190,The Caves of Steel,1953.0,4,5,2,15,4,4,4,6,5,5,6,5,5,7,5,3,6,6,3,7,5,6,6,5,5,4,6,3,5,4
191,Prelude to Foundation,1988.0,4,5,3,15,4,3,3,5,5,5,6,5,6,7,5,5,6,6,3,5,5,6,6,6,5,4,5,4,5,4
192,Time Enough for Love,1973.0,4,5,1,20,4,4,4,5,5,3,6,3,6,6,5,3,6,6,3,5,5,5,3,5,5,4,6,4,5,4
193,The Rolling Stones (novel),1952.0,4,5,3,10,3,4,4,5,5,5,5,5,7,7,5,4,6,6,3,6,3,6,5,5,5,4,5,3,5,5
194,The Door into Summer,1956.0,5,5,1,10,4,4,5,6,6,5,6,5,5,6,5,6,6,6,4,7,5,7,6,6,5,4,6,4,6,5
195,Farnham's Freehold,1964.0,4,5,5,10,4,2,4,5,5,4,4,4,6,6,5,3,6,6,3,7,5,5,3,6,5,4,5,4,5,5
196,The Maltese Falcon (novel),1929.0,4,6,1,15,4,3,4,6,5,5,6,6,1,1,4,3,6,6,3,7,5,6,6,6,6,5,6,4,5,5
197,Funeral in Berlin,1964.0,4,5,2,10,3,3,4,5,4,4,5,6,1,1,4,3,6,6,3,5,5,5,5,5,5,4,6,3,5,4
198,Billion-Dollar Brain,1966.0,4,5,1,10,3,3,4,5,5,3,5,4,3,6,5,5,6,6,4,6,5,6,5,6,5,4,5,3,5,5
199,Kim (novel),1901.0,4,6,2,10,4,4,5,6,6,5,6,6,3,1,5,5,6,6,3,6,5,6,6,6,6,4,6,4,5,5
200,Whit (novel),1995.0,4,5,1,20,5,4,4,5,6,3,6,4,3,2,5,3,6,6,3,5,5,5,5,5,5,4,5,4,5,5
201,Mostly Harmless,1992.0,3,5,4,20,3,3,3,5,4,4,5,3,7,7,5,6,6,5,3,2,5,4,3,5,5,4,6,3,5,3
202,Native Son,1940.0,5,6,1,10,5,2,2,6,6,5,6,6,1,1,3,1,6,6,3,5,5,5,6,6,6,5,6,5,5,3
203,East Lynne,1861.0,4,5,1,20,4,3,2,6,6,5,6,5,1,1,3,3,6,5,3,6,5,6,5,5,5,4,5,5,5,4
204,Little Women,1868.0,4,6,5,15,5,5,4,6,6,6,6,6,1,1,4,3,6,6,3,7,3,7,6,6,5,4,6,5,6,5
205,Imitation of Life (novel),1933.0,4,5,3,15,5,4,4,6,5,5,6,6,1,1,4,2,6,6,3,5,5,6,5,6,5,4,5,5,5,5
206,The Way of All Flesh,1903.0,4,5,1,10,4,2,2,6,5,5,6,6,1,1,3,3,6,6,3,6,5,5,5,5,5,4,5,4,5,3
207,Alice Adams (novel),1921.0,4,5,3,10,4,4,4,6,5,5,6,5,1,1,2,1,5,4,3,6,5,6,5,5,5,4,5,4,5,4
208,Les Misérables,1862.0,5,6,3,10,5,5,4,6,6,6,6,6,1,1,5,3,6,6,3,5,5,5,6,6,6,5,6,5,6,5
209,Dodsworth (novel),1929.0,4,5,2,20,4,4,4,6,6,5,6,6,1,1,5,6,6,6,3,5,5,6,6,6,6,4,6,4,5,4
210,Lost Horizon,1933.0,4,5,4,10,4,4,4,5,6,5,6,5,6,5,5,3,6,6,3,5,5,6,5,6,6,4,5,4,5,4
211,"Goodbye, Mr. Chips",1934.0,4,6,1,10,3,4,4,6,6,5,6,6,1,1,3,2,6,5,3,6,3,6,6,5,5,4,6,5,6,2
212,Of Mice and Men,1937.0,5,6,2,7,5,4,3,6,6,5,6,6,1,1,2,2,6,6,3,7,3,6,6,6,5,5,6,5,6,3
213,Ishmael (Quinn novel),1992.0,2,5,2,5,5,4,3,5,5,5,6,5,5,2,5,2,6,6,3,5,6,5,5,5,5,5,6,4,5,4
214,David Copperfield,1849.0,5,6,1,30,5,5,4,7,7,6,7,6,1,1,5,6,6,6,3,7,3,6,6,6,6,5,6,5,6,5
215,Childhood's End,1953.0,4,5,3,10,4,3,4,5,5,4,6,5,6,7,5,3,6,6,3,7,6,6,6,6,6,4,5,4,5,4
216,The Little Prince,1943.0,5,5,2,10,5,5,4,6,7,6,6,3,6,5,5,6,6,6,3,7,5,7,5,6,6,5,6,5,6,5
217,The Dark Tower II: The Drawing of the Three,1987.0,4,5,3,10,4,4,4,6,6,5,6,5,6,6,5,3,6,6,4,6,5,5,5,6,6,4,6,4,6,5
218,The Dark Tower: The Gunslinger,1982.0,4,5,2,10,4,2,4,5,5,3,6,4,6,6,5,6,6,6,3,5,6,5,5,6,6,4,6,4,5,5
219,Rita Hayworth and Shawshank Redemption,1982.0,5,6,2,15,4,5,5,6,6,6,6,6,1,1,4,3,6,6,3,7,6,7,6,6,6,5,6,5,6,5
220,The Body (King novella),1982.0,4,6,4,10,4,4,4,6,6,6,6,6,1,1,3,3,6,6,3,6,5,6,6,6,5,4,6,5,6,4
221,The New Lieutenant's Rap,1999.0,4,6,2,5,5,3,3,6,6,5,6,6,1,1,3,1,6,6,3,5,3,5,6,6,5,4,6,5,5,2
222,The Dark Tower IV: Wizard and Glass,1997.0,5,5,4,20,4,4,4,6,6,5,6,5,6,6,5,5,6,6,3,6,5,5,6,6,6,5,6,4,5,5
223,The Dark Tower III: The Waste Lands,1991.0,4,5,3,20,4,4,4,6,6,5,6,3,7,7,5,6,6,6,4,5,5,5,5,6,6,4,6,4,6,5
224,The Eyes of the Dragon,1984.0,4,5,2,10,3,4,4,5,6,5,6,4,6,2,5,1,6,6,3,5,5,6,5,5,5,4,5,4,5,5
225,Umney's Last Case,1993.0,4,5,2,10,4,3,3,5,6,5,6,5,6,5,5,2,6,6,3,6,6,6,5,6,5,4,6,4,5,4
226,Riding the Bullet,2000.0,4,5,1,5,4,3,3,5,6,5,5,5,5,2,3,3,6,5,3,6,5,6,4,6,5,4,5,4,5,4
227,Dolores Claiborne,1992.0,5,6,1,15,5,5,5,6,6,6,6,6,1,1,3,2,6,6,4,7,5,6,6,6,5,5,6,5,5,5
228,Gerald's Game,1992.0,5,5,1,10,5,4,4,6,6,6,6,5,1,1,2,2,6,6,4,7,6,5,6,6,6,4,5,5,6,5
229,The Girl Who Loved Tom Gordon,1999.0,4,5,1,5,4,4,4,6,6,6,6,6,3,1,4,1,6,6,3,6,5,6,5,6,5,4,5,4,6,5
230,The Breathing Method,1982.0,4,5,2,10,4,4,5,5,6,5,6,2,6,5,4,2,6,6,3,6,6,6,3,6,6,4,6,4,6,5
231,The Green Mile (novel),1996.0,5,6,3,10,5,5,4,6,7,5,6,5,5,3,5,2,6,6,3,6,5,6,6,6,6,5,6,5,6,4
232,Four Past Midnight,1990.0,4,5,10,10,4,4,4,5,5,5,5,4,6,6,4,3,6,6,4,6,5,6,5,6,5,4,5,4,5,4
233,The Long Walk (novel),1979.0,4,5,3,10,4,4,4,6,6,5,6,5,1,5,5,1,6,6,4,5,5,6,6,6,6,4,6,5,6,4
234,Solaris (novel),1961.0,4,5,1,10,5,4,3,6,6,5,6,6,6,7,5,1,6,6,3,1,6,3,6,6,6,4,6,5,5,3
236,Love and Mr Lewisham,1900.0,4,5,2,10,3,4,3,6,6,5,6,5,1,2,3,3,5,5,3,4,5,6,5,5,5,4,5,4,5,4
238,Carrie (novel),1974.0,4,5,1,15,5,4,4,6,6,5,6,5,5,5,4,1,6,6,4,6,5,6,6,6,6,4,6,5,5,5
239,Watership Down,1972.0,4,5,4,20,4,5,4,6,6,5,6,5,1,1,5,3,6,6,3,6,5,6,6,6,6,4,6,4,6,5
240,Harriet the Spy,1964.0,4,6,1,20,4,4,4,6,6,6,6,6,1,1,3,3,6,6,3,6,5,6,6,6,5,4,6,4,5,5
241,The Big Sleep,1930.0,4,6,1,20,4,4,4,6,5,5,6,5,1,1,3,6,6,6,3,7,5,6,6,6,5,5,6,4,5,5
242,Bridget Jones's Diary (novel),1996.0,4,6,1,20,4,5,3,6,6,6,6,6,1,1,2,3,5,5,3,6,3,6,5,5,5,4,6,4,5,3
243,The Player of Games,1988.0,4,5,1,10,4,4,5,6,6,5,6,6,6,7,5,3,6,6,4,6,6,6,6,6,6,4,6,4,6,4
244,Excession,1996.0,4,5,3,20,4,3,4,5,5,3,6,5,7,7,5,3,6,6,3,6,6,5,5,6,6,4,6,4,5,4
245,Look to Windward,2000.0,4,5,3,20,4,3,3,5,6,3,6,3,7,7,5,3,6,6,3,5,5,5,5,6,6,4,5,4,6,3
246,Use of Weapons,1990.0,4,5,1,10,3,3,4,6,6,4,6,5,6,7,5,2,6,6,3,6,6,3,6,6,6,4,6,4,5,4
247,"So Long, and Thanks for All the Fish",1984.0,4,5,2,10,4,4,4,5,5,5,6,4,6,6,5,3,6,6,3,6,5,6,4,6,5,4,6,4,5,4
248,Eric Brighteyes,1891.0,4,5,1,10,4,4,4,5,6,5,6,5,5,1,5,3,6,6,4,5,3,6,5,6,5,4,5,4,5,5
249,Choke (novel),2001.0,4,6,1,15,4,3,3,6,5,5,6,5,1,1,3,3,5,4,3,5,5,5,5,5,5,4,6,4,5,4
250,A Friend of the Earth,2000.0,4,6,1,10,4,4,3,6,6,5,6,5,2,5,5,3,6,6,3,6,5,6,5,6,5,4,6,4,5,4
251,In Search of Lost Time,1890.0,5,6,1,30,4,4,3,6,6,5,7,6,1,1,5,6,6,6,2,4,5,3,5,6,6,5,6,5,5,3
252,Liza of Lambeth,1892.0,4,6,1,10,5,3,3,6,6,6,6,6,1,1,3,2,6,6,3,5,5,6,6,6,5,4,6,5,5,3
253,The Weirdstone of Brisingamen,1960.0,4,5,2,20,4,4,4,5,5,5,6,5,6,5,5,5,6,6,4,7,5,5,5,6,6,4,6,4,5,4
254,The Human Stain,2000.0,4,6,2,10,5,3,4,6,6,5,6,6,1,1,4,3,6,6,3,5,5,6,6,6,5,4,6,4,5,4
255,Picnic at Hanging Rock (novel),1967.0,4,5,5,20,4,3,2,5,5,4,6,5,5,1,5,2,6,6,3,1,6,5,5,6,6,4,6,4,5,3
256,"I, the Jury",1947.0,4,5,1,15,4,3,4,5,6,5,5,5,1,1,2,3,6,5,4,7,5,6,5,5,5,4,5,4,5,5
257,Thinks ...,2001.0,4,5,2,5,4,4,4,6,5,5,5,5,1,1,2,2,5,5,3,5,4,6,5,5,5,4,5,4,5,4
258,The Adventures of Pinocchio,,4,5,1,20,4,3,2,5,6,5,6,3,6,2,5,6,6,6,3,7,5,6,5,6,6,4,6,4,5,4
259,Smith of Wootton Major,1967.0,4,5,2,10,3,4,5,5,5,5,6,3,6,5,5,2,6,6,3,7,5,6,5,6,6,4,5,4,6,4
260,"England, England",1998.0,4,5,1,10,4,3,4,5,5,5,6,4,5,5,5,3,6,6,3,5,5,6,5,6,5,4,5,4,5,4
261,Dune (novel),1965.0,5,6,3,20,5,4,5,6,6,4,6,5,7,7,5,6,7,7,4,5,6,5,6,7,6,5,6,5,6,5
262,Feersum Endjinn,1994.0,4,5,4,20,4,4,4,5,5,4,6,5,7,7,5,4,6,6,4,6,6,3,5,6,6,4,5,4,5,5
263,Against a Dark Background,1993.0,4,5,1,10,4,3,5,6,6,5,6,5,6,7,5,5,6,6,4,5,6,5,5,6,6,4,6,4,6,5
264,Just Like That (novel),1994.0,5,5,1,10,5,4,3,6,5,5,6,6,1,1,3,1,6,6,2,5,3,5,5,5,5,4,5,4,5,2
265,Memoirs of a Fox-Hunting Man,1928.0,4,6,1,20,3,4,4,6,5,5,6,6,1,1,3,2,6,6,3,6,3,6,5,5,5,4,6,4,5,4
266,Uncle Tom's Cabin,1852.0,4,5,4,10,5,4,4,6,6,6,6,5,1,1,4,3,6,5,3,5,3,6,5,6,6,4,6,5,6,5
267,The Beach (novel),1996.0,4,5,1,30,3,3,3,5,5,5,6,5,3,1,5,3,6,6,3,6,5,6,5,6,5,4,5,4,5,4
268,Murder Must Advertise,1933.0,4,5,1,15,4,4,5,6,5,5,6,5,1,1,5,3,6,6,3,7,5,6,6,6,6,4,6,4,5,5
269,Tam Lin,,4,5,2,10,4,4,4,5,6,5,6,4,6,5,5,1,6,6,3,7,5,6,5,6,6,4,6,4,5,5
270,The Man Who Would Be King,1888.0,4,5,2,10,4,3,4,6,5,4,6,5,6,1,5,3,6,6,3,6,6,6,6,6,6,4,6,4,5,5
271,A Vicious Circle,1996.0,4,5,4,10,4,4,4,6,6,5,6,5,1,1,3,3,6,5,3,6,5,5,5,5,5,4,5,4,5,4
272,To Kill a Mockingbird,1960.0,5,6,3,10,5,5,4,6,6,6,6,6,1,1,5,3,6,6,3,7,5,7,6,6,5,5,6,5,7,4
273,The Go-Between,1900.0,4,6,3,10,4,4,2,6,6,5,6,6,1,1,3,2,6,6,3,6,5,6,6,6,5,4,6,5,6,2
274,Mildred Pierce,1941.0,4,6,2,15,4,4,4,6,6,6,6,6,1,1,3,3,6,6,4,5,6,6,6,6,5,4,6,5,5,5
275,About a Boy (novel),1998.0,4,6,6,15,4,4,4,6,6,5,6,6,1,1,3,3,6,6,3,7,5,6,5,5,5,4,6,4,5,3
276,The Last Temptation of Christ (novel),1955.0,4,6,1,10,5,5,4,6,6,5,6,5,5,1,5,2,6,6,3,7,5,5,5,6,6,5,6,5,5,5
277,Second Variety,1953.0,4,5,2,5,4,3,3,5,5,4,5,5,5,6,5,3,6,6,4,5,6,5,5,6,6,4,5,4,5,4
278,The Hustler (novel),1959.0,4,6,1,10,4,3,4,6,6,5,6,5,1,1,3,4,6,6,3,5,5,6,6,6,5,4,6,4,5,5
279,Miss Lulu Bett (novel),1920.0,4,5,1,10,4,4,4,6,6,6,6,5,1,1,2,2,5,4,3,6,5,6,5,5,5,4,5,4,5,4
280,Flatland,1884.0,4,5,1,10,5,4,3,5,5,5,5,3,7,7,5,3,6,6,3,5,5,6,6,6,6,4,5,4,5,4
281,Snow Crash,1992.0,4,6,2,20,4,4,4,6,5,5,6,6,6,7,5,3,6,6,4,5,5,6,6,6,6,5,6,3,5,5
282,Sick Puppy,2000.0,4,5,4,15,4,3,4,5,5,5,6,5,2,1,4,3,6,6,4,7,5,6,5,6,5,4,6,3,5,5
283,The Prisoner of Zenda,1894.0,4,5,2,20,3,4,4,5,5,5,6,5,5,1,5,3,6,6,4,7,5,6,5,6,5,4,6,4,5,5
284,The Great Gatsby,1925.0,4,6,3,15,5,3,3,6,6,5,6,6,2,1,5,5,6,6,3,5,5,6,6,6,6,5,6,5,6,3
285,For Whom the Bell Tolls,1940.0,4,6,1,20,5,4,4,6,6,6,6,6,1,1,5,3,6,6,3,5,5,6,6,6,6,4,6,5,5,5
286,The Human Comedy (novel),1943.0,4,6,1,10,4,5,4,6,6,6,6,6,1,1,4,3,6,6,3,6,3,6,6,6,5,4,6,4,5,4
287,We Can Remember It for You Wholesale,1966.0,4,5,1,10,4,4,4,6,5,5,6,5,6,6,5,2,6,6,3,6,6,6,6,6,6,4,6,4,6,5
288,What Ever Happened to Baby Jane? (novel),1960.0,4,5,2,10,5,2,2,6,6,5,6,5,3,1,5,1,6,6,3,4,5,5,6,6,6,4,6,5,5,3
289,"From Russia, with Love (novel)",1957.0,4,5,3,15,4,4,4,6,5,5,6,6,1,1,5,3,6,6,4,5,5,6,6,6,5,4,6,3,5,5
290,The Tombs of Atuan,1971.0,4,5,2,10,4,4,4,6,6,5,6,5,6,5,5,2,6,6,3,7,5,6,6,6,6,4,6,4,5,5
291,Good Omens,1990.0,4,6,6,15,4,4,4,6,6,5,6,3,6,5,5,5,6,6,4,7,5,6,5,6,6,5,6,4,6,5
292,Coraline,2002.0,4,5,1,10,4,5,5,6,6,6,6,3,7,6,5,2,6,6,4,7,5,6,6,6,6,5,6,4,6,5
293,Interview with the Vampire,1976.0,4,6,3,10,5,4,3,6,6,5,6,4,6,5,5,6,6,6,3,5,5,6,5,6,6,5,6,5,5,3
294,Tartarin of Tarascon,1872.0,4,5,1,10,3,4,2,5,4,5,6,3,3,1,5,2,6,6,3,6,5,6,5,5,5,4,5,2,5,3
295,SS-GB,1978.0,4,6,1,20,4,4,4,6,5,5,6,6,1,5,5,6,6,6,4,5,6,5,5,6,5,4,5,4,5,4
296,Finnegans Wake,1939.0,3,1,1,10,3,2,2,3,3,1,5,2,7,1,5,1,6,7,2,1,6,1,2,6,6,2,5,3,5,1
297,The Virgin Suicides,1993.0,4,6,5,10,5,3,2,6,6,5,6,6,1,1,4,1,6,6,3,3,5,5,6,6,6,4,6,5,6,2
298,What Makes Sammy Run?,1941.0,5,5,2,10,5,2,5,6,3,3,6,6,1,1,3,2,6,6,4,5,5,6,6,6,5,4,6,4,5,5
299,The Razor's Edge,1944.0,4,5,1,20,4,4,4,6,6,5,6,6,1,1,3,5,6,6,3,6,5,6,5,6,5,4,5,4,5,2
300,King Solomon's Mines,1885.0,4,5,3,15,3,4,5,5,5,5,5,5,6,1,5,4,6,6,4,7,3,6,5,6,6,4,6,4,5,5
301,Babel-17,1966.0,4,5,1,10,5,4,5,6,6,5,6,5,6,7,5,3,6,6,4,7,6,5,6,6,6,5,6,4,6,5
302,The Languages of Pao,1958.0,4,5,3,15,4,4,4,5,5,5,5,5,5,6,5,4,6,6,3,5,5,6,5,5,5,4,5,4,5,4
303,The Count of Monte Cristo,1844.0,5,6,1,10,5,5,5,6,6,6,6,6,2,1,5,2,6,6,3,7,5,6,6,6,6,5,6,5,6,5
304,Cat's Cradle,1963.0,4,5,3,20,5,3,3,5,5,5,6,3,6,7,5,3,6,6,3,3,6,5,5,6,6,5,6,4,6,3
305,Excellent Women,1952.0,4,6,1,10,4,4,4,6,5,6,6,6,1,1,3,3,6,6,3,6,3,6,6,5,5,5,6,4,5,3
306,Tess of the d'Urbervilles,1891.0,5,6,1,10,5,5,2,6,6,6,6,6,1,1,3,2,6,6,2,3,5,5,6,6,5,4,5,5,5,2
307,The Scarlet Pimpernel,1905.0,4,5,2,20,4,4,5,6,6,5,6,5,2,1,5,3,6,6,4,7,5,6,6,6,5,4,6,4,5,4
308,The Robe,1942.0,4,5,2,10,5,4,4,6,6,5,6,5,3,1,5,4,6,6,3,6,5,6,5,6,5,4,5,4,5,4
309,The Legend of Sleepy Hollow,1820.0,4,5,2,10,4,3,2,5,4,5,6,5,5,1,5,1,6,6,3,1,5,6,6,6,6,4,6,4,6,3
310,The Thirty-Nine Steps,1915.0,4,5,1,10,3,4,4,6,6,5,5,5,1,1,4,4,6,5,4,7,5,6,5,6,6,4,6,3,5,5
311,Dead Air (novel),2002.0,4,6,1,10,4,2,3,5,5,4,5,5,1,1,3,2,6,5,3,5,4,5,5,5,5,4,6,4,5,3
312,The Exorcist (novel),1971.0,4,6,3,10,5,4,4,6,6,5,6,5,6,2,5,2,6,6,4,7,5,6,6,6,6,4,6,5,6,5
313,The Sweet Hereafter (novel),1991.0,4,6,5,10,5,4,3,6,6,5,6,6,1,1,5,1,6,6,3,3,5,5,6,6,5,4,6,5,6,3
314,A Severed Head,1961.0,4,5,4,10,4,2,3,5,5,4,5,5,1,1,1,3,5,5,3,7,5,5,5,5,5,4,6,4,5,3
315,Coming Up for Air,1939.0,4,5,1,10,5,3,3,6,5,6,6,6,1,1,4,3,6,6,3,5,3,6,6,6,5,4,5,4,5,3
316,Shadow Puppets,2002.0,4,5,3,20,4,3,4,6,5,5,6,5,5,5,5,6,6,6,4,7,5,6,5,5,5,4,5,4,5,5
317,The Pirate Planet,2017.0,4,5,2,10,3,4,5,5,5,5,6,4,6,6,5,3,6,6,4,7,5,6,5,6,6,4,6,3,6,5
318,Shada (Doctor Who),2012.0,4,5,4,20,3,4,5,5,5,5,5,5,6,6,5,3,6,6,3,7,5,6,5,5,5,4,5,4,5,5
319,City of Death,2015.0,4,5,3,6,3,4,5,5,5,5,6,5,6,6,5,3,6,6,4,7,5,6,6,6,6,4,6,4,5,5
321,The Road to Mars,1999.0,4,5,3,3,3,4,3,5,5,5,6,5,6,6,5,3,6,6,3,5,5,5,5,5,5,4,6,3,5,3
322,Mars trilogy,1992.0,5,5,6,20,4,3,4,6,6,5,6,6,5,7,5,5,6,7,3,3,5,5,6,6,6,5,5,4,5,5
323,Regeneration (novel),1991.0,4,6,3,5,5,4,4,6,6,6,6,6,1,1,5,1,6,6,3,5,5,6,6,6,5,5,6,5,5,4
324,Restoree,1967.0,4,5,2,10,4,4,4,5,6,5,5,3,6,6,5,3,6,5,3,7,5,6,4,5,5,4,5,4,5,5
325,Mister Roberts (novel),1946.0,4,5,1,10,3,4,4,6,6,5,6,6,1,1,4,1,6,6,3,7,3,7,5,5,5,4,5,4,5,4
326,Elmer Gantry,1927.0,4,6,1,20,4,1,2,6,2,2,6,6,1,1,2,3,6,5,3,4,5,6,6,6,5,4,6,4,5,4
327,Sons and Lovers,1913.0,4,6,3,10,4,4,3,6,6,6,6,6,1,1,3,2,6,6,3,5,3,6,6,6,5,4,6,4,6,3
328,Survivor (Palahniuk novel),1999.0,4,5,1,10,4,2,3,5,5,3,6,5,2,1,5,5,6,6,4,5,6,5,4,6,6,4,6,4,5,5
329,The Water-Babies,1863.0,4,3,1,10,4,4,4,5,5,5,6,2,6,3,5,3,6,6,3,6,5,5,3,6,5,4,5,4,5,5
330,The Jungle,1905.0,4,5,1,20,5,4,2,6,6,6,6,6,1,1,5,3,6,6,3,1,6,5,6,6,5,4,5,5,5,4
331,Level 7 (novel),1959.0,4,5,1,10,4,3,2,5,6,4,5,5,2,6,5,6,6,6,3,5,5,5,5,6,5,4,5,5,5,2
332,Sounder (novel),1969.0,4,5,2,10,5,5,4,6,6,6,6,6,1,1,3,1,6,6,3,6,5,6,6,6,5,4,5,5,5,5
333,Nemesis (Asimov novel),1989.0,4,5,3,10,4,3,4,5,5,4,6,5,6,7,5,4,6,6,3,6,5,6,5,6,5,4,5,4,6,4
334,Island of the Sequined Love Nun,1997.0,4,5,2,10,3,3,3,4,5,3,5,3,6,5,5,3,6,6,4,5,5,5,3,6,5,4,5,3,5,4
335,The Lust Lizard of Melancholy Cove,1999.0,4,5,2,20,3,3,3,5,5,5,5,2,6,5,5,3,6,6,4,5,5,5,2,5,6,4,6,3,5,4
336,The Memory of Whiteness,1985.0,4,5,2,15,3,3,4,5,5,4,5,5,6,7,5,3,6,6,3,5,5,5,5,6,6,4,5,3,5,4
337,Quartet in Autumn,1977.0,4,6,4,10,4,3,3,6,5,5,6,6,1,1,2,3,5,5,3,5,5,5,6,5,5,4,5,4,5,3
